ID,Title,Automation Type,Created By,Created On,Estimate,Expected Result,Forecast,Milestone,Preconditions,Priority,References,Section,Section Depth,Section Description,Steps,Steps Separated,Steps Separated (Expected Result),Steps Separated (Step),Suite,Suite ID,Type,Updated By,Updated On
C32391104,GMM - User scrolls down during a live game,,Giancarlo Bianchi,12/18/23 13:04,,,621s,,GIVEN a live game,1 - High Priority,"HOME-1324, HOME-1384",Home Surface/Gameday Mini Module,0,,,"1. WHEN the user scrolls down
AND the pitch-by-pitch webview becomes out of view
Expected Result:
THEN trigger the ?Fixed score? component
AND render the two teams that are playing
AND show the following information for each team:

Abbreviation (ex. NYM)

Season record (at the start of that game)

Spot

Current runs scored in game

2. WHEN the user has hide scores turned on

Expected Result:
THEN use dashes to hide the runs scored & team records
3. WHEN they background the app
AND come back after the game ends

Expected Result:
THEN the layout changes to default or gamer
AND no sticky score component is present","1. THEN trigger the ?Fixed score? component
AND render the two teams that are playing
AND show the following information for each team:

Abbreviation (ex. NYM)

Season record (at the start of that game)

Spot

Current runs scored in game

2. THEN use dashes to hide the runs scored & team records
3. THEN the layout changes to default or gamer
AND no sticky score component is present","1. WHEN the user scrolls down
AND the pitch-by-pitch webview becomes out of view
2. WHEN the user has hide scores turned on

3. WHEN they background the app
AND come back after the game ends",Home Feed,S497381,Manual,Greg Caron,10/4/24 15:56
C32391105,GMM - Matchup and team tap,,Giancarlo Bianchi,12/18/23 13:13,,,,,GIVEN a game,1 - High Priority,,Home Surface/Gameday Mini Module,0,,,"1. WHEN the user clicks on the game situation

Expected Result:
THEN navigate to that games Gameday webview
2. WHEN the user clicks on a team spot

Expected Result:
THEN navigate to that team?s page","1. THEN navigate to that games Gameday webview
2. THEN navigate to that team?s page","1. WHEN the user clicks on the game situation

2. WHEN the user clicks on a team spot",Home Feed,S497381,Manual,Greg Caron,10/4/24 15:56
C32564683,GMM- Broadcast and Series Status Info,,Greg Caron,1/8/24 13:56,,,,,GIVEN a live game,1 - High Priority,HOME-1410,Home Surface/Gameday Mini Module,0,,,"1. WHEN the Broadcast information is available
Expected Result:
THEN render them in the ?Meta Info? component
2. WHEN  the SeriesStatus information is available
Expected Result:
THEN render them in the ?Meta Info? component
3. WHEN  the SeriesStatus information is available
AND  the Broadcast information is available
Expected Result:
THEN render them in the ?Meta Info? component in this format:
Series Status | Broadcasts
4. WHEN neither the SeriesStatus nor Broadcast information are available
Expected Result:
THEN do not render the ?Meta Info? component","1. THEN render them in the ?Meta Info? component
2. THEN render them in the ?Meta Info? component
3. THEN render them in the ?Meta Info? component in this format:
Series Status | Broadcasts
4. THEN do not render the ?Meta Info? component","1. WHEN the Broadcast information is available
2. WHEN  the SeriesStatus information is available
3. WHEN  the SeriesStatus information is available
AND  the Broadcast information is available
4. WHEN neither the SeriesStatus nor Broadcast information are available",Home Feed,S497381,Manual,Greg Caron,10/4/24 15:56
C32691823,GMM - Display,,Giancarlo Bianchi,1/26/24 13:53,,There are no dividing lines between the components in the GamedayMini module.,,,GIVEN a live game,1 - High Priority,,Home Surface/Gameday Mini Module,0,,,,,,Home Feed,S497381,Manual,Greg Caron,10/4/24 15:56
C32749207,GMM - Matchup,,Greg Caron,2/1/24 10:29,,,679s,,GIVEN a GMM is configure on a surface,1 - High Priority,HOME-1425,Home Surface/Gameday Mini Module,0,,,"1. WHEN a live game is displaying
Expected Result:
THEN the current pitcher shows
AND the current batter shows
AND the following data is displayed:

Spot

useLastName

Position (abbreviation, ex. LHP)

Summary statline
2. WHEN the player doesn?t have a spot
Expected Result:
THEN show the fallback player head graphic
3. WHEN a user clicks on a player spot or player name
Expected Result:
THEN navigate to the player page
4. WHEN a live game is displaying
Expected Result:
THEN show the game situation, ex. current:

Base path status

Count

Number of outs

5. WHEN the user clicks on the game situation
Expected Result:
THEN navigate to that game's Gameday webview","1. THEN the current pitcher shows
AND the current batter shows
AND the following data is displayed:

Spot

useLastName

Position (abbreviation, ex. LHP)

Summary statline
2. THEN show the fallback player head graphic
3. THEN navigate to the player page
4. THEN show the game situation, ex. current:

Base path status

Count

Number of outs

5. THEN navigate to that game's Gameday webview","1. WHEN a live game is displaying
2. WHEN the player doesn?t have a spot
3. WHEN a user clicks on a player spot or player name
4. WHEN a live game is displaying
5. WHEN the user clicks on the game situation",Home Feed,S497381,Manual,Greg Caron,10/4/24 15:56
C32749208,GMM - Matchup Analytics,,Greg Caron,2/1/24 10:46,,,,,GIVEN a game is displaying in a GMM,2 - Medium Priority,HOME-1425,Home Surface/Gameday Mini Module,0,,,"1. WHEN a user clicks player spot or player name
Expected Result:
THEN send a trackAction call with these dimensions:
trackAction: ""MLB App : Home Feed : <club abbreviation or 'MLB'> : Gameday Mini : Player Click""
action.element.text: <visible text on clicked element>
action.element.index: <index of item clicked in the array>
action.element.targetUrl: <target URL>
action.element.sectionIndex: <section index of module>
action.element.sectionTitle: ?Gameday Mini?
action.element.moduleType: <type of module>
game.state: <live, final, preview>
game.matchup: <The teams facing off and date, in format Away @ Home @ YYYY-MM-DD>
game.pk: <game PK>
player.id: <player ID>
2. WHEN a user clicks gameday situation
Expected Result:
THEN send a trackAction call with these dimensions:
trackAction: ""MLB App : Home Feed : <club abbreviation or 'MLB'> : Gameday Mini : Gameday Situation Click""
action.element.text: <visible text on clicked element>
action.element.index: <index of item clicked in the array>
action.element.targetUrl: <target URL>
action.element.sectionIndex: <section index of module>
action.element.sectionTitle: ?Gameday Mini?
action.element.moduleType: <type of module>
team.traffic: <team name abbreviation>
game.state: <live, final, preview>
game.matchup: <The teams facing off and date, in format Away @ Home @ YYYY-MM-DD>
game.pk: <game PK>","1. THEN send a trackAction call with these dimensions:
trackAction: ""MLB App : Home Feed : <club abbreviation or 'MLB'> : Gameday Mini : Player Click""
action.element.text: <visible text on clicked element>
action.element.index: <index of item clicked in the array>
action.element.targetUrl: <target URL>
action.element.sectionIndex: <section index of module>
action.element.sectionTitle: ?Gameday Mini?
action.element.moduleType: <type of module>
game.state: <live, final, preview>
game.matchup: <The teams facing off and date, in format Away @ Home @ YYYY-MM-DD>
game.pk: <game PK>
player.id: <player ID>
2. THEN send a trackAction call with these dimensions:
trackAction: ""MLB App : Home Feed : <club abbreviation or 'MLB'> : Gameday Mini : Gameday Situation Click""
action.element.text: <visible text on clicked element>
action.element.index: <index of item clicked in the array>
action.element.targetUrl: <target URL>
action.element.sectionIndex: <section index of module>
action.element.sectionTitle: ?Gameday Mini?
action.element.moduleType: <type of module>
team.traffic: <team name abbreviation>
game.state: <live, final, preview>
game.matchup: <The teams facing off and date, in format Away @ Home @ YYYY-MM-DD>
game.pk: <game PK>","1. WHEN a user clicks player spot or player name
2. WHEN a user clicks gameday situation",Home Feed,S497381,Manual,Greg Caron,2/1/24 11:01
C32793935,GMM -  Product Link Manual,,Greg Caron,2/16/24 12:28,,,,,GIVEN a live game,1 - High Priority,HOME-1385,Home Surface/Gameday Mini Module,0,,,"1. WHEN the Gameday Mini module displays
Expected Result:
THEN show the following product links if available per business rules:

Gameday
Watch
Audio
Story
2. WHEN ?Gameday? is tapped
Expected Result:
THEN push the user to that games Gameday webview
3. WHEN ?Watch? is tapped

Expected Result:
THEN trigger the launch of that games live video stream
4. WHEN ""Audio"" is tapped
Expected Result:
THEN trigger the launch of that games live audio stream
5. WHEN ""Story"" is tapped
Expected Result:
THEN trigger the launch of that game story
6. WHEN no product links are returned
Expected Result:
THEN do not show the component","1. THEN show the following product links if available per business rules:

Gameday
Watch
Audio
Story
2. THEN push the user to that games Gameday webview
3. THEN trigger the launch of that games live video stream
4. THEN trigger the launch of that games live audio stream
5. THEN trigger the launch of that game story
6. THEN do not show the component","1. WHEN the Gameday Mini module displays
2. WHEN ?Gameday? is tapped
3. WHEN ?Watch? is tapped

4. WHEN ""Audio"" is tapped
5. WHEN ""Story"" is tapped
6. WHEN no product links are returned",Home Feed,S497381,Manual,Greg Caron,3/19/25 17:24
C32878701,GMM - TimeCode (Polling),,Greg Caron,3/5/24 13:43,,,,,GIVEN a GDM Module configured on a surface,2 - Medium Priority,"HOME-1657, HOME-1676",Home Surface/Gameday Mini Module,0,,,"1. WHEN a the user's favorite team is live
AND showing in the GDM
Expected Result:
THEN calls are made to the timecode endpoint: https://statsapi.mlb.com/api/v1.1/game/{gamePk}/feed/live/timestamps?limit=1
AND the frequency of the calls will be according to the RefreshRate setting in Contentful (currently 15s)
2. WHEN the last timecode in the response is != to the last timecode from the previous response
Expected Result:
THEN a call will be made to midfield using the timecode
3. WHEN the last timecode in the response is = to the last timecode from the previous response
Expected Result:
THEN no call will be made to midfield
4. WHEN the user tabs away from the home surface
OR backgrounds the MLB App
Expected Result:
THEN no calls will be made to the timecode service or midfield
5. WHEN the user returns to the home surface
Expected Result:
THEN calls to the timecode service resume
AND calls to midfield per the rules in previous steps","1. THEN calls are made to the timecode endpoint: https://statsapi.mlb.com/api/v1.1/game/{gamePk}/feed/live/timestamps?limit=1
AND the frequency of the calls will be according to the RefreshRate setting in Contentful (currently 15s)
2. THEN a call will be made to midfield using the timecode
3. THEN no call will be made to midfield
4. THEN no calls will be made to the timecode service or midfield
5. THEN calls to the timecode service resume
AND calls to midfield per the rules in previous steps","1. WHEN a the user's favorite team is live
AND showing in the GDM
2. WHEN the last timecode in the response is != to the last timecode from the previous response
3. WHEN the last timecode in the response is = to the last timecode from the previous response
4. WHEN the user tabs away from the home surface
OR backgrounds the MLB App
5. WHEN the user returns to the home surface",Home Feed,S497381,Manual,Greg Caron,6/17/24 17:45
C32886921,GMM - Out of Memory Behavior,,Greg Caron,3/7/24 10:31,,"THEN a refresh icon should appear in the bottom right of the batter box
AND tapping the refresh button should reload the webview
AND a non fatal should be captured to firebase",,,GIVEN a GMM is configured on a surface,2 - Medium Priority,HOME-1654,Home Surface/Gameday Mini Module,0,,WHEN the web process in GDM runs out of memory,,,,Home Feed,S497381,Manual,Greg Caron,3/7/24 10:35
C32917900,GMM - Scheduler URL,,Giancarlo Bianchi,3/12/24 13:18,,"THEN {GAMEPK} is replaced with active gdm game pk
AND scheduler URL is used",,,"GIVEN a scheduler URL is configured in contentful

format: https://qa-statsapi.mlb.com/api/v1.1/game/{GAMEPK}/feed/live/timestamps?limit=1&delay=20",2 - Medium Priority,,Home Surface/Gameday Mini Module,0,,WHEN stats api is polled,,,,Home Feed,S497381,Manual,Giancarlo Bianchi,3/12/24 13:20
